Relocated Date,Make,Color,Plate,State,Relocated From Address Number,Relocated From Street Direction,Relocated From Street Name,Relocated From Suffix,Relocated To Address Number,Relocated To Direction,Relocated To Street Name,Relocated To Suffix,Relocated Reason,Service Request Number
04/07/2015 12:00:00 AM,Chevrolet,Black,V720289,Illinois,3199.0,S,SACRAMENTO,AVE,4613,S,SACREMENTO,,,15-01185191
04/06/2015 08:50:00 PM,Land Rover,White,L941352,Illinois,111.0,W,HURON,ST,350,E,WACKER,,Broken Down,15-01179642
04/06/2015 04:50:00 PM,Chrysler,Black,E411920,Illinois,504.0,W,CONGRESS,PKWY,400,E,LOWER WACKER,,Accident,15-01177660
04/06/2015 04:45:00 PM,Honda,Black,GUD6252,Illinois,500.0,S,CONGRESS PLAZA,DR,400,E,LOWER WACKER DRIVE PUT ON ISLAND,,Accident,15-01327291
04/06/2015 03:27:00 PM,Toyota,Blue,2845502,Illinois,3800.0,N,NB OUTER LAKE SHORE,DR,300,E,LOWER WACKER,,Accident,15-01172800
04/06/2015 03:11:00 PM,Volkswagen,Black,X596056,Illinois,3100.0,S,STATE,ST,3100,S,MICHIGAN,,Broken Down,15-01173484
04/06/2015 01:30:00 PM,Saturn,Green,H724073,Illinois,3049.0,W,54TH,,3037,W,54TH STREET,,Water Management,15-01169736
04/06/2015 01:15:00 PM,Chevrolet,Tan,J746754,Illinois,4532.0,N,RESERVE,AVE,4528,N,RESERVE,,Forestry,15-01169531
04/06/2015 12:45:00 PM,Honda,Blue,S956131,Illinois,700.0,N,LAKE SHORE,DR,333,E,WACKER,,Accident,15-01168138
04/06/2015 12:20:00 PM,Nissan,Black,MV 7280,Wisconsin,4034.0,N,MOBILE,AVE,4353,N,MOBILE,,Peoples Gas,15-01168104
04/06/2015 11:55:00 AM,Jeep - Year Greater 1988,Red,S942793,Illinois,3557.0,S,WINCHESTER,AVE,3616,S,WINCHESTER,,Other,15-01167629
04/06/2015 11:50:00 AM,Chevrolet,Black,702R155,Illinois,3557.0,S,WINCHESTER,AVE,1812,W,36TH,,Other,15-01167533
04/06/2015 11:50:00 AM,Mazda,Gray,S774065,Illinois,6229.0,N,PAULINA,ST,1700,W,THOME,,Forestry,15-01167630
04/06/2015 11:45:00 AM,Buick,White,3393369,Illinois,5815.0,N,KIMBALL,AVE,5827,N,KIMBALL,,Other,15-01166869
04/06/2015 11:40:00 AM,Nissan,White,3486WS,Illinois,2403.0,W,GEORGE,ST,2548,W,GEORGE,,Water Management,15-01167250
04/06/2015 11:12:00 AM,Toyota,Green,SDE663,Indiana,2200.0,S,LAKE SHORE,DR,1830,S,WABASH ( GOODYEAR SERVICE GARAGE ),,Broken Down,15-01170178
04/06/2015 11:05:00 AM,Chevrolet,Black,657WBW,Wisconsin,942.0,N,GREENVIEW,AVE,940,N,GREENVIEW,,CDOT 50/50 Sidewalk,15-01166232
04/06/2015 10:50:00 AM,Jeep - Year Greater 1988,Green,R451047,Illinois,765.0,N,LA SALLE,DR,350,E,WACKER,,Peoples Gas,15-01166197
04/06/2015 10:50:00 AM,Mitsubishi,Silver,E238082,Illinois,6725.0,S,KOSTNER,AVE,6705,S,MINOR DAMAGE,,Other,15-01165653
04/06/2015 10:30:00 AM,Jeep - Year Greater 1988,Blue,18WF994,California,5319.0,S,HYDE PARK,BLVD,5312,S,HYDE PARK,,Water Management,15-01166763
04/06/2015 10:29:00 AM,Dodge,Blue,E672782,Illinois,1134.0,S,WABASH,AVE,334,E,LOWER WACKER,,Other,15-01165257
04/06/2015 10:20:00 AM,Toyota,Beige,P579066,Illinois,3735.0,W,59TH,,6101,S,CENTRALPARK,,Other,15-01164741
04/06/2015 10:13:00 AM,Toyota,White,3703TX,Illinois,4225.0,N,PULASKI,RD,4303,N,PULASKI,,Other,15-01164786
04/06/2015 10:12:00 AM,Ford,Gray,1580818,Illinois,6404.0,W,PALMER,ST,2135,N,NARRAGANSETT,,Other,15-01164485
04/06/2015 10:10:00 AM,Kia Motors Corp,White,V879784,Illinois,5317.0,S,HYDE PARK,BLVD,5487,S,CORNELL,,Water Management,15-01166736
04/06/2015 09:59:00 AM,Chevrolet,Black,V940731,Illinois,206.0,E,CULLERTON,ST,1900,S,INDIANA,,Other,15-01164439
04/06/2015 09:40:00 AM,Bmw,Gray,K978552,Illinois,3224.0,N,RACINE,AVE,3252,N,RACINE,,Police,15-01164033
04/06/2015 09:31:00 AM,Jeep - Year Greater 1988,Beige,7441891,Illinois,6316.0,W,ADDISON,ST,6245,W,PATTERSON,,Other,15-01163332
04/06/2015 09:25:00 AM,Nissan,Maroon,S931522,Illinois,6316.0,W,ADDISON,ST,3612,N,NARRAGANSETT,,Other,15-01163331
04/06/2015 09:18:00 AM,Toyota,Bronze,S941590,Illinois,2445.0,N,HARDING,AVE,2519,N,HARDING,,Forestry,15-01163051
04/06/2015 09:15:00 AM,Honda,Green,E276604,Illinois,3326.0,W,57TH,ST,3458,W,57TH STREET,,Other,15-01163839
04/06/2015 09:07:00 AM,Honda,Gray,E562175,Illinois,2533.0,N,SPRINGFIELD,AVE,2543,N,SPRINGFIELD,,Forestry,15-01162589
04/06/2015 09:00:00 AM,Jeep/Cherokee,Blue,H574610,Illinois,3324.0,W,57TH,ST,3137,W,58TH STREET,,Other,15-01163463
04/06/2015 08:51:00 AM,Bmw,Beige,H501298,Illinois,4050.0,N,MANGO,AVE,4054,N,MARMORA,,Other,15-01162089
04/06/2015 08:46:00 AM,Jeep - Year Greater 1988,Gray,S396486,Illinois,5117.0,W,WELLINGTON,AVE,5119,W,WELLINGTON,,Forestry,15-01162133
04/06/2015 08:45:00 AM,Nissan,Maroon,BEK7671,Arizona,3249.0,W,57TH,ST,5811,S,TROY,,Other,15-01163345
04/06/2015 08:44:00 AM,Saturn,Gray,V117719,Illinois,2116.0,E,68TH,ST,2121 e 68th,E,68TH STREET,,Other,15-01161852
04/06/2015 08:42:00 AM,Nissan,Gray,E150231,Illinois,2304.0,E,68TH,ST,6801 s paxton,S,PAXTON,,Other,15-01161758
04/06/2015 08:40:00 AM,Hyundai,Gray,N928137,Illinois,1542.0,W,EDGEWATER,AVE,1538,W,EDGEWATER,,Forestry,15-01164601
04/06/2015 08:38:00 AM,Jeep/Cherokee,Black,EDZ61,Illinois,4313.0,S,CHAMPLAIN,AVE,624 w 43rd street,W,43RD STREET,,Other,15-01161741
04/06/2015 08:20:00 AM,Ford,Blue,120S334,Illinois,3252.0,W,57TH,ST,3619,W,58TH STREET,,Other,15-01163269
04/06/2015 08:20:00 AM,Nissan,Red,108S800,Illinois,1357.0,W,48TH,ST,1402,W,48TH,,CDOT Curb and Gutter,15-01161452
04/06/2015 08:15:00 AM,Honda,Blue,E603652,Illinois,1422.0,W,EDGEWATER,AVE,1421,W,EDGEWATER,,Forestry,15-01161153
04/06/2015 08:15:00 AM,Kia Motors Corp,White,N217956,Illinois,1013.0,S,CLAREMONT,AVE,2325,W,HARRISON,,Police,15-01161727
04/06/2015 08:10:00 AM,Toyota,Green,L343797,Illinois,3252.0,W,57TH,ST,3135,W,58TH STREET,,Other,15-01163098
04/06/2015 08:05:00 AM,Nissan,Red,S248124,Illinois,1424.0,W,EDGEWATER,AVE,1419,W,EDGEWATER,,Forestry,15-01161152
04/06/2015 08:05:00 AM,,,D486BW,Utah,1016.0,S,CLAREMONT,AVE,2342,W,HARRISON,,Police,15-01161728
04/06/2015 07:55:00 AM,Infiniti/Q45,Silver,145S310,Illinois,3215.0,W,57TH,ST,3135,W,58TH STREET,,Other,15-01162733
04/06/2015 07:40:00 AM,Honda,Red,XHC915,Illinois,1438.0,W,BERWYN,AVE,1436,W,BERWYN,,Forestry,15-01161151
04/06/2015 07:10:00 AM,Chevrolet,White,872R647,Illinois,6241.0,S,TROY,ST,6329,S,SPAULDING,,Other,15-01159998
04/06/2015 01:30:00 AM,Toyota,Silver,V264050,Illinois,1207.0,S,MORGAN,ST,1010,W,ROOSEVELT,,Film Office,15-01158735
04/06/2015 01:20:00 AM,Toyota,Black,JTB552,Illinois,1223.0,S,MORGAN,ST,1008,W,ROOSEVELT,,Film Office,15-01158734
04/06/2015 01:15:00 AM,Honda,Black,FJ7436,Illinois,1225.0,S,MORGAN,ST,1006,W,ROOSEVELT,,Film Office,15-01158733
04/06/2015 12:00:00 AM,,,,,1800.0,S,LAKE SHORE,DR,,,,,,15-01170176
04/06/2015 12:00:00 AM,,,,,380.0,S,NB OUTER LAKE SHORE,DR,,,,,,15-01172343
04/06/2015 12:00:00 AM,,,,,649.0,N,NB OUTER LAKE SHORE,DR,,,,,,15-01169222
04/06/2015 12:00:00 AM,,,,,6410.0,W,PALMER,ST,,,,,,15-01164583
04/05/2015 09:00:00 PM,Ford,Tan,929R740,Illinois,2448.0,W,71ST,ST,2445,W,71ST STREET,,Accident,15-01156513
04/05/2015 08:40:00 PM,Cadillac,Black,E383408,Illinois,2448.0,W,71ST,ST,2434,W,71ST STREET,,Accident,15-01156512
04/05/2015 03:35:00 PM,Dodge,Green,V137606,Illinois,6425.0,S,LOWE,AVE,1014,W,63RD STREET,,Broken Down,15-01151633
04/05/2015 02:35:00 PM,Chevrolet,Burgundy,5301847,Illinois,500.0,N,SB OUTER LAKE SHORE,DR,437,E,GRANT,,Stalled,15-01150983
04/05/2015 11:18:00 AM,Honda,Black,126S461 TEMPORARY,Illinois,460.0,E,63RD,ST,6259,S,EBERHART,,Accident,15-01148747
04/05/2015 09:55:00 AM,Nissan,Silver,L714601,Illinois,6700.0,S,DR MARTIN LUTHER KING JR,DR,6700,S,PRAIRE,,Broken Down,15-01147308
04/05/2015 07:19:00 AM,Chevrolet,Green,850R976,Illinois,100.0,S,MICHIGAN,AVE,350,E,LOWER WACKER DRIVER,,Broken Down,15-01150568
04/05/2015 07:00:00 AM,Bmw,Black,K489746,Illinois,200.0,E,CHICAGO,AVE,400,E,LOWER WACKER,,Accident,15-01144787
04/05/2015 06:25:00 AM,Bmw,Black,K489746,Illinois,200.0,E,CHICAGO,AVE,350,E,WACKER,,Accident,15-01144599
04/05/2015 05:09:00 AM,Chevrolet,Gray,E147579,Illinois,1600.0,N,SB OUTER LAKE SHORE,DR,400,E,LOWER,,Building Dept.,15-01144238
04/05/2015 02:48:00 AM,Ford,Green,V429693,Illinois,12.0,S,WACKER,DR,400,E,LOWER WACKER,,Accident,15-01144048
04/05/2015 12:00:00 AM,,,,,12.0,S,WACKER,DR,,,,,,15-01144047
04/04/2015 10:40:00 PM,Buick,Black,5899820,Illinois,5249.0,S,RACINE,AVE,5247,N,RACINE,,Accident,15-01143642
04/04/2015 10:20:00 PM,Ford,Black,H115131,Illinois,5249.0,S,RACINE,AVE,5247,N,RACINE,,Accident,15-01143641
04/04/2015 09:55:00 PM,Kia Motors Corp,Black,E787236,Illinois,4600.0,S,DR MARTIN LUTHER KING JR,,4608,S,KING'S DRIVE,,Accident,15-01143640
04/04/2015 09:35:00 PM,Hyundai,Orange,V200111,Illinois,4600.0,S,DR MARTIN LUTHER KING JR,,4608,S,KING'S DRIVE,,Accident,15-01143639
04/04/2015 09:25:00 PM,Jeep - Year Greater 1988,Silver,9505601,Illinois,800.0,N,SB OUTER LAKE SHORE,DR,340,E,CHICAGO AVENUE,,Broken Down,15-01143179
04/04/2015 07:40:00 PM,Chevrolet,Black,P348267,Illinois,900.0,S,LAKE SHORE,DR,1200,S,WABASH,,Broken Down,15-01141906
04/04/2015 06:40:00 PM,Chevrolet,Blue,E636064,Illinois,700.0,S,MICHIGAN,AVE,350,E,LOWER WACKER DRIVE THE ISLAND,,Broken Down,15-01141303
04/04/2015 05:00:00 PM,,Silver,V475287,Illinois,5900.0,S,LOOMIS,BLVD,5859,N,LOOMIS,,Accident,15-01138819
04/04/2015 04:50:00 PM,Mercedes,Black,ROMANZ4,Illinois,800.0,S,LAKE SHORE,DR,400,E,LOWER WACKER,,Broken Down,15-01138421
04/04/2015 04:10:00 PM,Toyota,Tan,5012485,Illinois,4721.0,W,47TH,ST,4657,E,,,Stalled,15-01138818
04/04/2015 12:35:00 PM,Honda,Black,E156965,Illinois,500.0,E,WACKER,DR,350,E,WACKER,,Accident,15-01134610
04/04/2015 10:40:00 AM,Chevrolet,Silver,R519532,Illinois,5061.0,N,DAMEN,AVE,1919,W,WINONA,,Other,15-01133183
04/04/2015 10:30:00 AM,Nissan,Gold,S133725,Illinois,5061.0,N,DAMEN,AVE,4919,N,HAMILTON,,Other,15-01132908
04/04/2015 10:25:00 AM,Nissan,Black,6PKB484,California,5063.0,N,DAMEN,AVE,1951,W,WINONA,,Other,15-01132880
04/04/2015 10:15:00 AM,Acura,Gray,L391486,Illinois,5055.0,N,DAMEN,AVE,5068,N,WOLCOTT,,Other,15-01132866
04/04/2015 09:35:00 AM,Ford,Gray,952R510,Illinois,150.0,N,SB OUTER LAKE SHORE,DR,629,N,LASALLE,,Broken Down,15-01133205
04/04/2015 08:30:00 AM,Ford,Blue,5920009,Illinois,50.0,E,13TH,ST,350,E,LOWER WACKER,,Film Office,15-01131269
04/04/2015 08:25:00 AM,Toyota,Green,E283619,Illinois,150.0,N,SB OUTER LAKE SHORE,DR,400,E,RANDOLPH,,Broken Down,15-01131565
04/04/2015 07:35:00 AM,Nissan,Gray,S451110,Illinois,3051.0,W,BLOOMINGDALE,AVE,1313,N,ST LOUIS,,Other,15-01130132
04/04/2015 07:25:00 AM,Chevrolet,Gray,8089825,Illinois,1804.0,N,WHIPPLE,ST,3056,W,WABANSIA,,Other,15-01130090
04/04/2015 05:40:00 AM,Nissan,Black,H489562,Illinois,5128.0,,CALIFORNIA,,5157,S,CALIFORNIA,,Accident,15-01129219
04/03/2015 10:50:00 PM,,,G2340023,Illinois,626.0,W,RANDOLPH,ST,400,E,WACKER,,Other,15-01128117
04/03/2015 08:25:00 PM,Nissan,Orange,5326 TX,Illinois,149.0,W,CHICAGO,AVE,156,W,CHICAGO,,Broken Down,15-01126298
04/03/2015 04:45:00 PM,Honda,Gray,V774803,Illinois,1230.0,S,STATE,ST,1234,S,STATE STREET,,Other,15-01123462
04/03/2015 04:23:00 PM,Subaru,Red,4TYP942,California,827.0,N,LA SALLE,DR,851,N,LASALLE,,Water Management,15-01124751
04/03/2015 03:20:00 PM,General Motors Corp.,White,N105522,Illinois,100.0,N,NB OUTER LAKE SHORE,DR,400,E,MONROE,,Broken Down,15-01120781
04/03/2015 03:00:00 PM,Honda,Silver,291231,Illinois,99.0,E,13TH,ST,300,E,LOWER WACKER,,Film Office,15-01120696
04/03/2015 02:30:00 PM,Pontiac,Tan,V858751,Illinois,2000.0,N,NB OUTER LAKE SHORE,DR,1400,N,LAKE SHORE OUTER,,Accident,15-01119934
04/03/2015 01:15:00 PM,Mercedes,Black,S331892,Illinois,1104.0,S,WABASH,AVE,300,E,LOWER WACKER,,Other,15-01117814
04/03/2015 12:55:00 PM,Chevrolet,White,R999919,Illinois,5500.0,N,SB OUTER LAKE SHORE,DR,400,W,LAWRENCE,,Broken Down,15-01117760
04/03/2015 12:10:00 PM,Hyundai,Black,S443364,Illinois,2463.0,N,CLYBOURN,AVE,2501,N,CLYBOURN,,Other,15-01116738
04/03/2015 11:30:00 AM,Hyundai,Gray,BGW5731,Michigan,3247.0,N,KILDARE,AVE,3255,N,KILDARE,,Forestry,15-01115966
04/03/2015 10:50:00 AM,Dodge,Silver,82300FF,Illinois,4352.0,N,MEADE,AVE,4358,N,MEADE,,Peoples Gas,15-01115965
04/03/2015 10:40:00 AM,Nissan,Yellow,4TDR632,California,1600.0,N,HALSTED,ST,1857,N,HALSTED,,Broken Down,15-01115041
04/03/2015 10:26:00 AM,Buick,Gray,H501298,Illinois,4050.0,N,MANGO,AVE,4019,N,MAJOR,,Peoples Gas,15-01114582
04/03/2015 10:15:00 AM,Toyota,White,E604013,Indiana,1631.0,W,ROSCOE,ST,3504,N,WOLCOTT,,CDOT Curb and Gutter,15-01114317
04/03/2015 10:05:00 AM,Chevrolet,White,R599189,Illinois,900.0,N,NB OUTER LAKE SHORE,DR,909,W,NORTH,,Broken Down,15-01114585
04/03/2015 10:00:00 AM,Acura,Gray,A845715,Illinois,2806.0,S,UNION,AVE,2719,S,UNION,,CDOT 50/50 Sidewalk,15-01114138
04/03/2015 09:35:00 AM,Ford,Blue,V603254,Illinois,3143.0,W,62ND,ST,3324,W,62ND STREET,,Other,15-01114116
04/03/2015 09:25:00 AM,Ford,Black,G571148,Illinois,3144.0,W,62ND,ST,3305,W,62ND STREET,,Other,15-01113740
04/03/2015 09:02:00 AM,Toyota,White,1329725,Illinois,1010.0,N,KEDVALE,AVE,1005,N,KEDVALE,,Other,15-01112693
04/03/2015 08:37:00 AM,Chevrolet,White,N769686,Illinois,8325.0,S,BURNHAM,AVE,8325,S,MUSKEGON,,Other,15-01112236
04/03/2015 08:24:00 AM,Ford,Red,E387370,Illinois,8349.0,S,BURNHAM,AVE,2843,E,84TH,,Other,15-01112235
04/03/2015 07:52:00 AM,Hyundai,Brown,B873118,Illinois,6933.0,S,CRANDON,AVE,6958,S,OGLESBY,,Other,15-01110922
04/03/2015 07:42:00 AM,Dodge,Silver,E397831,Illinois,6950.0,S,CRANDON,AVE,7025,S,CRANDON,,Other,15-01110921
04/03/2015 07:40:00 AM,Chevrolet,White,3480PJ,Florida,4159.0,W,66TH,ST,6554,S,KEDVALE,,Other,15-01110806
04/03/2015 07:40:00 AM,Ford,Gray,E564030,Illinois,859.0,W,LAKE,ST,350,E,LOWER WACKER,,Other,15-01110424
04/03/2015 07:40:00 AM,Infiniti/M30,Maroon,747R760,Illinois,1000.0,N,NB OUTER LAKE SHORE,DR,100,E,LASALLE,,Broken Down,15-01110692
04/03/2015 07:36:00 AM,Chevrolet,Silver,E329270,Illinois,6920.0,S,CRANDON,AVE,6946,S,OGLESBY,,Other,15-01110920
04/03/2015 07:30:00 AM,Volkswagen,Silver,V140791,Illinois,4159.0,W,66TH,ST,6513,S,KOMENSKY,,Other,15-01110789
04/03/2015 07:20:00 AM,Mercury,White,R463605,Illinois,4157.0,W,66TH,ST,6605,S,KOMENSKY,,Other,15-01110712
04/03/2015 05:15:00 AM,Audi,Black,N446423,Illinois,300.0,S,MICHIGAN,AVE,345,E,LOWER WACKER,,Accident,15-01108383
04/03/2015 04:50:00 AM,Chevrolet,Black,354HT,Indiana,300.0,,MICHIGAN,,350,E,LOWER WACKER,,Accident,15-01108493
04/03/2015 03:50:00 AM,Volkswagen,Gray,K447337,Illinois,310.0,,MICHIGAN,,350,E,LOWER WACKER,,Accident,15-01107862
04/03/2015 12:00:00 AM,,,,,3100.0,N,SB OUTER LAKE SHORE,DR,,,,,,15-01119218
04/02/2015 11:30:00 PM,Buick,Gray,E427401,Illinois,340.0,S,WACKER,DR,350,E,LOWER WACKER,,Accident,15-01084186
04/02/2015 10:04:00 PM,Kia Motors Corp,Gray,7104983,Illinois,1300.0,S,LAKE SHORE,DR,300,E,LOWER WACKER,,Stalled,15-01105564
04/02/2015 08:36:00 PM,Hyundai,White,781R573,Illinois,3500.0,S,SB OUTER LAKE SHORE,DR,3910,S,LAKE PARK,,Stalled,15-01104466
04/02/2015 06:38:00 PM,Ford,Black,J623998,Illinois,4800.0,S,NB OUTER LAKE SHORE,DR,4631,S,CORNELL,,Stalled,15-01101287
04/02/2015 05:45:00 PM,Ford,Black,E788155,Illinois,500.0,N,SB OUTER LAKE SHORE,DR,350,E,LOWER WACKER DRIVE,,Broken Down,15-01100077
04/02/2015 05:40:00 PM,Kia Motors Corp,Gray,9994471,Illinois,550.0,W,41ST,ST,4126,S,WALLACE,,Film Office,15-01099462
04/02/2015 05:10:00 PM,Chevrolet,Black,7241792,Illinois,4100.0,S,WALLACE,ST,4124,S,WALLACE,,Film Office,15-01099461
04/02/2015 05:10:00 PM,Lexus,Burgundy,GODS1,Illinois,162.0,N,STATE,ST,400,E,LOWER WACKER DRIVE PUT ON ISLAND,,Accident,15-01099433
04/02/2015 04:57:00 PM,Nissan,Gray,3642021,Illinois,4100.0,S,WALLACE,ST,4122,S,WALLACE,,Film Office,15-01099460
04/02/2015 04:30:00 PM,Ford,Burgundy,4685TX,Illinois,160.0,N,STATE,ST,400,E,LOWER WACKER DRIVE PUT ON ISLAND,,Accident,15-01098645
04/02/2015 12:30:00 PM,Hyundai,Gray,A224547,Illinois,544.0,W,MELROSE,ST,3732,N,RECREATION DR,,Other,15-01092321
04/02/2015 12:29:00 PM,Nissan,Blue,103S506,Illinois,2500.0,W,31ST,ST,3001,S,CALIFORNIA,,Broken Down,15-01094149
04/02/2015 12:00:00 PM,Bmw,White,T273678,Illinois,2510.0,N,BOSWORTH,AVE,2512,N,BOSWORTH,,Other,15-01091502
04/02/2015 11:50:00 AM,Ford,Maroon,R514292,Illinois,6200.0,S,TROY,ST,6349,S,TROY,,Other,15-01091131
04/02/2015 11:30:00 AM,Honda,Gray,A841652,Illinois,3250.0,E,136TH,ST,3230,E,136TH STREET,,Forestry,15-01090976
04/02/2015 11:25:00 AM,Volvo,Gray,2AMLH3,Connecticut,1045.0,N,CALIFORNIA,AVE,2748,W,THOMAS,,Other,15-01091166
04/02/2015 11:15:00 AM,Nissan,White,V284012,Illinois,4300.0,S,SB OUTER LAKE SHORE,DR,4700,S,CORNELL,,Broken Down,15-01090787
04/02/2015 11:08:00 AM,Toyota,Silver,X337368,Illinois,4200.0,S,PULASKI,RD,4010,W,42ND,,Accident,15-01090481
04/02/2015 10:37:00 AM,Pontiac,Silver,K438505,Illinois,4805.0,S,WINCHESTER,AVE,1930,W,49TH,,Water Management,15-01089651
04/02/2015 10:30:00 AM,Chevrolet,Green,S388154,Illinois,3857.0,W,46TH,ST,4554,S,SPRINGFIELD,,Other,15-01090395
04/02/2015 10:17:00 AM,Jeep - Year Greater 1988,Black,59040FF,Illinois,806.0,N,MOZART,ST,819,N,MOZART,,Other,15-01089261
04/02/2015 09:52:00 AM,Volkswagen,Black,N486007,Illinois,3812.0,W,ROSCOE,ST,3805,W,ROSCOE,,Forestry,15-01088225
04/02/2015 09:45:00 AM,Honda,Black,7061721,Illinois,3816.0,W,ROSCOE,ST,3408,N,AVERS,,Forestry,15-01088223
04/02/2015 09:40:00 AM,Jeep - Year Greater 1988,Beige,WH3T6R,Missouri,3814.0,W,ROSCOE,ST,3401,N,AVERS,,Forestry,15-01088224
04/02/2015 09:40:00 AM,Toyota,Red,E465183,Illinois,2650.0,S,CENTRAL PARK,AVE,2740,S,CENTRAL PARK,,Water Management,15-01088213
04/02/2015 09:35:00 AM,Buick,Black,001208022,Illinois,1130.0,N,KEDVALE,AVE,4142,W,THOMAS,,Other,15-01088178
04/02/2015 09:20:00 AM,Hyundai,Silver,H307830,Illinois,3531.0,N,KEDVALE,AVE,3527,N,KEDVALE,,Forestry,15-01088222
04/02/2015 09:20:00 AM,Pontiac,Purple,E356320,Illinois,1056.0,N,KEDVALE,AVE,1029,N,KEDVALE,,Other,15-01087716
04/02/2015 09:10:00 AM,Lexus,White,S947712,Illinois,5531.0,N,CHESTER,AVE,5301,N,CHESTER,,Peoples Gas,15-01087284
04/02/2015 09:04:00 AM,Dodge,Blue,E515657,Illinois,440.0,W,44TH,ST,450,W,44TH,,Forestry,15-01088173
04/02/2015 09:00:00 AM,Nissan,Silver,FSK5209,Ohio,811.0,W,SUPERIOR,ST,910,W,HURON,,CDOT Curb and Gutter,15-01087260
04/02/2015 08:55:00 AM,Ford,Maroon,2210TX,Illinois,1200.0,S,LAKE SHORE,DR,1800,S,LAKESHORE DR,,Broken Down,15-01087224
04/02/2015 08:35:00 AM,Bmw,Blue,V619844,Illinois,6201.0,S,CHAMPLAIN,AVE,6317,S,CHAMPLAIN,,Water Management,15-01086432
04/02/2015 08:35:00 AM,General Motors Corp.,Black,,,1653.0,N,HARDING,AVE,1651,N,HARDING,,Forestry,15-01086701
04/02/2015 08:18:00 AM,Dodge,Black,CCS1,Illinois,3238.0,S,PAULINA,ST,3340,S,PAULINA,,Forestry,15-01086399
04/02/2015 08:15:00 AM,Chevrolet,Gray,3807849,Illinois,3350.0,N,RACINE,AVE,1148,W,SCHOOL,,Other,15-01086414
04/02/2015 08:05:00 AM,Chevrolet,Blue,N331062,Illinois,3941.0,W,WABANSIA,AVE,3959,W,WABANSIA,,Forestry,15-01086700
04/02/2015 07:20:00 AM,Chevrolet,Silver,E505107,Illinois,6254.0,S,TROY,ST,6358,S,TROY,,Water Management,15-01086358
04/02/2015 06:00:00 AM,Toyota,Green,737R096,Illinois,3851.0,S,NB OUTER LAKE SHORE,DR,3051,S,LAKE SHORE DRIVE RAMP,,Broken Down,15-01084687
04/02/2015 03:10:00 AM,Honda,Gray,V529231,Illinois,1622.0,N,MOZART,ST,3126,W,NORTH AVENUE,,Film Office,15-01084118
04/02/2015 02:50:00 AM,Dodge,White,381001,Illinois,1617.0,N,MOZART,ST,3051,W,NORTH AVENUE,,Film Office,15-01084060
04/02/2015 02:45:00 AM,Kia Motors Corp,Tan,H583581,Illinois,134.0,N,KOSTNER,AVE,4401,N,MAYPOLE,,Accident,15-01084076
04/02/2015 02:30:00 AM,Chevrolet,Gray,9584402,Illinois,1615.0,N,MOZART,ST,3124,W,NORTH AVENUE,,Film Office,15-01084034
04/02/2015 02:00:00 AM,Nissan,Gray,X347473,Illinois,1620.0,N,MOZART,ST,3122,W,NORTH AVENUE,,Film Office,15-01083994
04/02/2015 01:45:00 AM,Dodge,Red,K758872,Illinois,1612.0,N,MOZART,ST,3010,W,NORTH AVENUE,,Film Office,15-01083972
04/02/2015 01:30:00 AM,Nissan,Gray,X623697,Illinois,1608.0,N,MOZART,ST,3018,W,NORTH AVENUE,,Film Office,15-01083965
04/02/2015 01:20:00 AM,Dodge,White,L747613,Illinois,1606.0,N,MOZART,ST,2914,W,NORTH AVENUE,,Film Office,15-01083921
04/02/2015 01:10:00 AM,Honda,Blue,S185199,Illinois,1605.0,N,MOZART,ST,2907,W,NORTH AVENUE,,Film Office,15-01083898
04/02/2015 01:00:00 AM,General Motors Corp.,Blue,S897994,Illinois,140.0,N,LAKE SHORE,,405,E,MONROE,,Accident,15-01083900
04/02/2015 12:50:00 AM,Nissan,Black,7296010,Illinois,1609.0,,CALIFORNIA,,2919,W,NORTH AVENUE,,Film Office,15-01083878
04/02/2015 12:00:00 AM,,,,,222.0,W,26TH,ST,,,,,,15-01097775
04/01/2015 11:55:00 PM,Hyundai,Gray,P718913,Illinois,1010.0,S,OAKLEY,BLVD,2112,W,TAYLOR,,Film Office,15-01062981
04/01/2015 11:45:00 PM,Toyota,Burgundy,L572182,Illinois,1007.0,S,CLAREMONT,AVE,2110,W,TAYLOR,,Film Office,15-01062919
04/01/2015 11:35:00 PM,Jeep/Cherokee,Black,S177936,Illinois,339.0,S,LOWER WACKER,DR,350,E,LOWER WACKER,,Accident,15-01083227
04/01/2015 10:50:00 PM,Honda,Black,135WAT,Wisconsin,600.0,N,WELLS,ST,541,N,WELLS,,Accident,15-01082979
04/01/2015 10:45:00 PM,Ford,Maroon,277 TX,Illinois,600.0,N,WELLS,ST,545,N,WELL,,Accident,15-01082978
04/01/2015 09:35:00 PM,Jeep - Year Greater 1988,Silver,R196998,Illinois,2300.0,N,NB OUTER LAKE SHORE,DR,199,E,LASALLE,,Accident,15-01081738
04/01/2015 09:00:00 PM,Toyota,Gold,R803013,Illinois,1143.0,S,WABASH,AVE,400,E,LOWER WACKER DRIVE PUT ON ISLAND,,Other,15-01081371
04/01/2015 08:45:00 PM,Nissan,Black,V639725,Illinois,800.0,N,SB OUTER LAKE SHORE,DR,350,E,LOWER WACKER DRIVE,,Accident,15-01081056
04/01/2015 08:15:00 PM,Jeep - Year Greater 1988,Burgundy,P250327,Illinois,4824.0,N,MARINE,DR,5001,N,MARINE DR,,Police,15-01064861
